Business,Street,City,State,Postcode,Country,Phone,Website,Email,Email Type,Categories,Description,Revenue,Employees,Founded,Sic,Naics,Linkedin,Facebook,X,Instagram,Youtube,Lat,Lng,Contact First Name,Contact Last Name,Contact Role,Contact Email
Roof Control Services,6900 Philips Hwy Suite 042,Jacksonville,FL,32216,United States,(904) 527-8052,https://www.roofcontrol.com/,hiring@roofcontrol.com,,Roofing contractor,"Roof Control Services (RCS) is a national contractor specializing in commercial roofing, waterproofing, sheet metal, and building envelope services. They offer a comprehensive and customizable asset management and maintenance program aimed at maximizing roof performance and ensuring warranty compliance.",$10.9 M,36,2000,"17,176","23,238",https://www.linkedin.com/company/roof-control-services-inc.,https://www.facebook.com/roofcontrolservices,,,,30.2468307,'-81.6039446,James,Byram,Regional Vp,jbyram@roofcontrol.com
"Roof It Right, Llc",344 Milwaukee Ave,Orange Park,FL,32073,United States,(970) 986-8877,https://roofitrightfl.com/,thite@roofitrightfl.com,,Roofing contractor,"Roof It Right, LLC of Orange Park, Florida serves the companys surrounding area with quality roofing installations that are second-to-none. The companys employees truly care about your roofing issues, and will treat your property as if it were their own.",$4.5 M,15,2009,"17,176","23,238",,https://www.facebook.com/RoofitRightFL,,,,30.1626118,'-81.7021262,Brian,Cameron,Vice President,brian@roofitrightfl.com
"Roof Life Jax, Llc",9697 Bayou Bluff Dr,Jacksonville,FL,32257,United States,(904) 292-2669,https://rooflifejax.com/,customerservice@rooflifejax.com,Unknown,Pressure washing service,"Roof Life - Serving the Greater Jacksonville area for more than 25 yrs. Complete Roof Protection & Exterior Home Cleaning Services. An environmentally safe, low pressure way to remove fungus & algae stains from your roof and home",,,,,,,,,,,30.2012603,'-81.6087282,,,,
"Roof Maxx Of Jacksonville, Fl",151 Levy Rd Suite 1,Atlantic Beach,FL,32233,United States,(904) 618-3604,https://roofmaxx.com/find-a-dealer/florida/jacksonville/,techsupport@roofmaxx.com,,Roofing contractor,"Roof Maxx Technologies, LLC, is the provider of Roof Maxx, a scientifically formulated, and 100% safe, plant-based roof rejuvenating spray treatment that was developed by Battelle Labs, the worlds largest private research and development company. Roof Maxx is based in Westerville, Ohio.",$18.8 M,40,2017,"28,286","32,325",https://www.linkedin.com/company/roof-maxx,https://www.facebook.com/RoofMaxx,https://mailto:info@roofmaxx.com,https://www.instagram.com/roofmaxx,https://www.youtube.com/@RoofMaxx,30.3359112,'-81.4179568,Daniela,Ochoa,Manager,dochoa@roofmaxx.com
Roof Now Jax Llc,1080 Barbara Ave,Jacksonville,FL,32207,United States,(904) 396-6748,,,,Roofing supply store,,,,,,,,,,,,30.3092473,'-81.6456733,,,,
Roof Point Supply,530 Ellis Rd S,Jacksonville,FL,32254,United States,(904) 472-5021,https://roofpointsupply.com/,,,Roofing supply store,"Roof Point Supply in Jacksonville offers quality roofing products for every budget. Discover durable, reliable materials for your roofing needs. Visit us today!",,,,,,,https://facebook.com/RoofPointSupply,,,,30.3180921,'-81.7447724,,,,
Roof Repairs Jacksonville By Apexroof,3035 Powers Ave #62,Jacksonville,FL,32207,United States,(904) 621-6006,,,,Roofing contractor,,,,,,,,,,,,30.2678488,'-81.6251286,,,,
Roof Riders,2190 St Johns Bluff Rd S,Jacksonville,FL,32246,United States,(904) 510-8246,https://roofriders.com/,,,Roofing contractor,Florida Residential Roofing Done Right Need a new roof or repair in Florida? Roof Riders offers expert residential roofing with […],,,,,,,,,,,30.311112,'-81.5262691,,,,
"Roof Riders, Llc",2190 St Johns Bluff Rd S #2,Jacksonville,FL,32246,United States,,https://goldstarroofingsolutions.com/,,,Roofing supply store,gold star roofing solutions,,,,,,,,,,,30.3110631,'-81.526162,,,,
Roof Tarp Now,13475 Atlantic Blvd Unit 8-876,Jacksonville,FL,32225,United States,(904) 650-6010,https://rtnjax.com/,pavel@rtnjax.com,,Roofing contractor,Roof Tarp Now Inc is a local provider of all emergency tarp services to prevent water from entering into the property.,,1,2021,,,,https://www.facebook.com/squarespace,https://rtnjax.com/emergency-tarp-services-in-port-charlotte,https://www.instagram.com/squarespace,,30.3222754,'-81.4525321,Pavel,Morozov,,pavel@rtnjax.com
Roof Wiser,2265 St Johns Bluff Rd S,Jacksonville,FL,32246,United States,(904) 853-1188,http://www.roofwiser.com/,info@roofwiser.com,,Roofing contractor,DNS resolution error | roofwiser.com | Cloudflare,,,,,,,,,,,30.3089171,'-81.5252134,,,,
Roofclaim,4217 Baymeadows Rd Suite 3-4,Jacksonville,FL,32217,United States,(904) 638-9249,https://roofclaim.com/in/florida/jacksonville-fl/,media@roofclaim.com,,Roofing contractor,"RoofClaim is a national roofing company specializing in roof inspections, repairs, and replacements, all backed by a Million Dollar Guarantee. They provide 24/7 emergency roofing services and focus on residential clients looking for reliable roofing solutions.",$15.8 M,120,2004,"17,176","23,238",https://www.linkedin.com/company/roofclaim-com,https://www.facebook.com/RoofClaimUS,,https://www.instagram.com/roofclaimus,https://www.youtube.com/@RoofClaimUS,30.2192847,'-81.6098566,Adrian,Bustamante,"Vice President, Sales Southeast Region",abustamante@roofclaim.com
"Roofing El Milagro Diaz, Inc",Sea Anchor Ln,Jacksonville,FL,32250,United States,,https://roofingservicesusa.site/,,,Roofing contractor,"Your Trusted Roofing Partner in New York Experience superior roofing solutions tailored for both residential and commercial properties, backed by skilled",,,,,,,,,,,30.2990256,'-81.4534643,,,,
Roofing Labor Pros Team Llc,5808 Connie Jean Rd,Jacksonville,FL,32222,United States,(866) 221-3654,,,,Roofing contractor,,,,,,,,,,,,30.2404895,'-81.8241433,,,,
Roofing Pros Usa,4239 Sunbeam Rd,Jacksonville,FL,32257,United States,(904) 621-7333,https://roofingprosusa.com/,info@roofingprosusa.com,Unknown,Roofing contractor,"At Roofing Pros USA we offer a complete range of reroofing, repair and construction services. We are fully able to handle your roofing job no matter the size. Commercial, residential, and all other types of general roofing, Roofing Pros USA does it all.",$4.2 M,61,2019,"17,176","23,238",https://www.linkedin.com/company/roofing-pros-usa,https://www.facebook.com/RPUSAOcala,,https://www.instagram.com/roofingprosusa_ocala,,30.2062386,'-81.6052696,Abigail,Brewer,Chief Operating Officer,abrewer@roofingprosusa.com
Roofing Pros Usa,4720 Salisbury Rd,Jacksonville,FL,32256,United States,(904) 217-6179,https://roofingprosusa-fl.com/location/roofing-contractor-jacksonville-fl/,,,Roofing contractor,"Floridas trusted roofing contractors for shingle, metal, tile & storm damage repairs. Licensed, insured & serving all of FL. Free inspection!",,,,,,,,,,,30.2453142,'-81.5890755,,,,
Roofing Services,6015 E Morrow St,Jacksonville,FL,32217,United States,(904) 327-0291,,,,Roofing contractor,,,,,,,,,,,,30.2607695,'-81.6232235,,,,
Roofreach Llc,484 11th Ave S,Jacksonville Beach,FL,32250,United States,,,,,Roofing supply store,,,,,,,,,,,,30.2773765,'-81.3914352,,,,
Rooftec Systems,2023 New Berlin Rd,Jacksonville,FL,32218,United States,(904) 626-7938,http://www.rooftec.com/,contactus@rooftec.com,,Roofing contractor,"Commercial Roofing Contractor in NE Florida (since 1989) specializing in single ply roofing, repairs, metal roofing including standing seam and metal shingles, roof coatings, waterproofing and repairs to commercial and industrial roofs. 
certified with JM, Firestone, Genflex, IB Roof Systems, Duro Last, Mule Hide, GS Certainteed, Lucas Coatings, Henry, Karnak, Sealoflex, Hydrostop, Topps, ERS, Vulkem and American Weatherstar
Metal certifications include: Berridge, MBCI, MacElroy, Metal Sales, Southeastern, Millennium Metals, Petersen Aluminum,
Firestone Uniclad, Morin, 
Other capabilities include: Automated sheet metal shop, Berridge C and T panel rollforming.",$6.5 M,5,1989,"17,176","23,238",https://www.linkedin.com/company/rooftec-systems-inc,,,,,30.4681261,'-81.5974388,Robert,Baker,"Manager, Field Operations",robert.baker@rooftec.com
Roomdate Llc,9512 Arbor Oak Ln,Jacksonville,FL,32208,United States,,https://1bestroofingsupplystore.us/,,,Roofing supply store,"Expert roofing services and supplies in Orlando, FL. Roof installation, repair, inspection, and gutter services. Located at 595 W Church St. Free estimates available.",,,,,,,,,,,30.4110949,'-81.7017915,,,,
Root & Reverie Llc,3135 Falconer Dr,Jacksonville,FL,32223,United States,,,,,Roofing contractor,,,,,,,,,,,,30.1672352,'-81.6281486,,,,
Rooted And Rising Designs Llc,476 Riverside Ave Ste 4,Jacksonville,FL,32202,United States,(628) 300-3063,,,,Roofing contractor,,,,,,,,,,,,30.3207756,'-81.6749394,,,,
"Rooted For Purpose, Inc.",3128 Hearthstone Ln,Orange Park,FL,32065,United States,,https://1bestroofingsupplystore.us/,,,Roofing supply store,"Expert roofing services and supplies in Orlando, FL. Roof installation, repair, inspection, and gutter services. Located at 595 W Church St. Free estimates available.",,,,,,,,,,,30.18577,'-81.8177897,,,,
"Rooted Ventures, Llc",12091 Kevin Allen Ln,Jacksonville,FL,32219,United States,,,,,Roofing contractor,,,,,,,,,,,,30.382253,'-81.8458557,,,,
Royal Construction,6950 Philips Hwy Suite 08,Jacksonville,FL,32216,United States,(904) 410-5094,https://www.royalconstructionjax.com/,kevin@royalconstructionjax.com,Service busy,"General contractor, HVAC contractor, Remodeler",Royal Construction is a professional painting contractor that offers quality interior and exterior painting services. We specialize in both residential and commercial properties. We provide quality painting services for residents and business owners throughout the greater Jacksonville area.,$1.1 M,5,,"15,152","23,236",,https://www.facebook.com/royal-construction-316294471741302,https://mailto:estimating@royalconstructionjax.com,,,30.246168,'-81.6031926,,,,
"Rps Metal Roofing & Siding, Inc.",5914 Norwood Ave,Jacksonville,FL,32208,United States,(386) 467-9277,https://www.rpsmetalroofing.com/,togethersales@rpsmetalroofing.com,Unknown,Roofing supply store,"RPS Metal Roofing & Siding is a manufacturer and distributor of metal roofs located in Welaka, Florida.
Our company has state-of-the-art manufacturing equipment resulting in fine quality metal roofs for commercial, residential, and agricultural use. Founded in 2001, RPS Metal Roofing & Siding manufactures a variety of sizes and offers an array of colors for the best possible roofing.",<$5 M,3,2001,"17,176","23,238",,https://www.facebook.com/rpsmetalroofing,,,https://www.youtube.com/watch,30.374521,'-81.6664721,Chris,Castagna,Operations Manager,ccastagna@rpsmetalroofing.com
"Rq Construction, Llc",12740 Gran Bay Pkwy Suite 140,Jacksonville,FL,32258,United States,,https://www.rqconstruction.com/,info@rqconstruction.com,Unknown,General contractor,"Founded in 1996, RQ Construction, Inc. is a privately held commercial and governmental full-service design-build firm. RQ is headquartered in Carlsbad, CA.",$46 M,170,1996,"17,179","23,236",https://www.linkedin.com/company/rq-construction,https://www.facebook.com/rqbuilds,https://x.com/rqconstruction,,,30.1387904,'-81.5314467,Brandon,Eckert,Project Engineer,beckert@rqconstruction.com
Russi Construction & Home Improvements,,Jacksonville,FL,32257,United States,(904) 382-1297,https://russiconstruction.com/,russiconstructions@gmail.com,Unknown,Handyman/Handywoman/Handyperson,russi construction and home improvements,,,,,,,,,https://www.google.com/url,,30.2018746,'-81.614468,,,,
Samira Construction Llc,5291 Collins Rd,Jacksonville,FL,32244,United States,(301) 266-7628,https://www.samiraconstruction.com/,samira.construction.llc@gmail.com,Service busy,"Construction company, Concrete contractor, Remodeler","Samira Construction, LLC specializes in construction and remodeling services in Washington D.C., Maryland, and Northern Virginia. With over 20 years of experience, they offer a variety of services including kitchen renovations, attic renovations, and improvements to driveways, stairs, and patios.",$4.6 M,16,2018,,,,https://www.facebook.com/samiraconstructionllc,,https://www.instagram.com/samira_construction_llc,,30.1968706,'-81.7181298,,,,
Savior Homes,959 North St,Jacksonville,FL,32211,United States,(904) 463-4637,https://www.saviorhomesinc.com/contact.html,kevin@teamsavior.net,Unknown,Contractor,"Savior Homes is a full-service residential construction company based in Jacksonville, Florida, established in 2006. They specialize in remodeling, roofing, painting, HVAC, plumbing, and new construction services, dedicated to providing quality craftsmanship and transparent communication.",$3.2 M,10,2006,,,,https://www.facebook.com/savior-homes-903298903100961,,,,30.3295976,'-81.5942132,,,,
Schultz Roofing Co Inc,216 20th St N,Jacksonville Beach,FL,32250,United States,(904) 246-2315,http://www.schultzroofingco.com/contact_us.php,schroof2315@yahoo.com,Unknown,Roofing contractor,"Schultz Roofing Co. specializes in Residential Roofing Services such as New Roof Installation, Repairs, Cleanings, and Coatings in Jacksonville, FL and surrounding counties Since 1958. 904-246-2315",,,,,,,https://www.facebook.com/SchultzRoof,,https://www.instagram.com/schultzroofingco,,30.2891573,'-81.4130403,,,,
Sea Glass Construction And Roofing,5875 Mining Terrace Ste 104,Jacksonville,FL,32257,United States,(904) 274-1414,https://www.seaglassjax.com/,bram@seaglassjax.com,Unknown,"Roofing contractor, Construction company, Contractor, Gutter cleaning service, Gutter service, Remodeler, Siding contractor, Window installation service","Sea Glass Construction and Roofing is locally owned and operated by Bram Scharf. We offer a wide range of construction and roofing repair services in and near Jacksonville, FL.
We’re ready to handle residential projects, and we offer hassle-free service on every job.",$2.2 M,64,2017,,,https://www.linkedin.com/company/seaglassjax,https://www.facebook.com/sgjax,https://mailto:bram@seaglassjax.com,https://www.instagram.com/seaglassjax,,30.1855652,'-81.5643031,Bram,Scharf,Ceo,bram@seaglassjax.com
Seaside Gutter Service Llc,7531 Walden Rd,Jacksonville,FL,32244,United States,(904) 728-2045,https://seasidegutterservi.wixsite.com/seaside-gutter,,,Gutter service,,,,,,,,,,,,30.2053858,'-81.7892422,,,,
"Sec Roofing & Construction Group, Llc",12724 Gran Bay Pkwy W Suite 410,Jacksonville,FL,32258,United States,(904) 230-9175,https://www.secconstructiongroup.com/,info@the-sec.com,Unknown,"Roofing contractor, Repair service, Skylight contractor","SEC Roofing & Construction Group is a professional roofing company based in Jacksonville, FL, dedicated to providing residential and commercial roofing services such as roof repairs, storm damage restoration, and roof replacements. They pride themselves on upholding strong ethical values, prioritizing client education over sales tactics, and offering a 100% satisfaction guarantee.",$743 K,26,2019,"17,176","23,238",https://www.linkedin.com/company/sec-construction-group,,https://x.com/SecRoofing,https://www.instagram.com/sec_roofing_construction,,30.1395695,'-81.5319168,,,,
Sergeant Seamless,5876 Old Timuquana Rd,Jacksonville,FL,32210,United States,(904) 734-6304,https://www.sergeantseamless.com/,contact@sergeantseamless.com,Unknown,"Gutter cleaning service, Gutter service",Seamless Gutters. Superior Protection. Military Precision. 10% OFF Seamless Gutter Installation Limited Time Offer - Call or Click for Details Veteran-Owned | Precision Installation | Maintenance-Free ProtectionProtect Your Home from Water Damage wit,,,,,,,,,https://www.instagram.com/sergeantseamless,https://www.youtube.com/channel/UCk6H1FLOAwwFwHeHaYR73_g,30.2466232,'-81.7356956,,,,
Servpro Of Arlington / Jacksonville East,11215 St Johns Industrial Pkwy S # 3,Jacksonville,FL,32246,United States,(904) 721-2230,https://www.servpro.com/locations/fl/servpro-of-arlington-jacksonville-east,contactus@servpro.com,,"Roofing contractor, Air duct cleaning service, Building restoration service, Carpet cleaning service, Cleaners, Crime victim service, Debris removal service, Fire damage restoration service, Water damage restoration service, Waste management service",Fire and Water-Cleanup and Restoration,$813 K,6,,"58,581","81,811",https://www.linkedin.com/company/servpro-industries,https://www.facebook.com/SERVPRO,https://x.com/servpro,,https://www.youtube.com/user/SERVPROCorporate,30.2791716,'-81.5292635,Trevor,Adcock,"Manager, Corporate Systems",tadcock@servpro.com
Servpro Of Fernandina Beach/jacksonville Northeast,10569 Lem Turner Rd,Jacksonville,FL,32218,United States,(904) 878-9055,https://www.servpro.com/locations/fl/servpro-of-fernandina-beach-jacksonville-northeast,contactus@servpro.com,,"Roofing contractor, Air duct cleaning service, Building restoration service, Carpet cleaning service, Cleaners, Crime victim service, Debris removal service, Fire damage restoration service, Water damage restoration service, Waste management service",Fire and Water-Cleanup and Restoration,$813 K,6,,"58,581","81,811",https://www.linkedin.com/company/servpro-industries,https://www.facebook.com/SERVPRO,https://x.com/servpro,,https://www.youtube.com/user/SERVPROCorporate,30.427738,'-81.6940174,,,,
Servpro Of Jacksonville Beach/ponte Vedra,446 3rd St #10,Neptune Beach,FL,32266,United States,(904) 701-2228,https://www.servpro.com/locations/fl/servpro-of-jacksonville-beach-ponte-vedra,contactus@servpro.com,,"Roofing contractor, Air duct cleaning service, Building restoration service, Carpet cleaning service, Cleaners, Crime victim service, Debris removal service, Fire damage restoration service, Water damage restoration service, Waste management service",Fire and Water-Cleanup and Restoration,$813 K,6,,"58,581","81,811",https://www.linkedin.com/company/servpro-industries,https://www.facebook.com/SERVPRO,https://x.com/servpro,,https://www.youtube.com/user/SERVPROCorporate,30.321055,'-81.398376,,,,
Servpro Of Jacksonville Northwest,3068 Lane Ave N,Jacksonville,FL,32254,United States,(904) 878-9050,https://www.servpro.com/locations/fl/servpro-of-jacksonville-northwest,contactus@servpro.com,,"Roofing contractor, Air duct cleaning service, Building restoration service, Carpet cleaning service, Cleaners, Crime victim service, Debris removal service, Fire damage restoration service, Water damage restoration service, Waste management service",Fire and Water-Cleanup and Restoration,$813 K,6,,"58,581","81,811",https://www.linkedin.com/company/servpro-industries,https://www.facebook.com/SERVPRO,https://x.com/servpro,,https://www.youtube.com/user/SERVPROCorporate,30.360201,'-81.7502141,,,,
Servpro Of Jacksonville South,1716 Harper St,Jacksonville,FL,32204,United States,(904) 878-9035,https://www.servpro.com/locations/fl/servpro-of-jacksonville-south,contactus@servpro.com,,"Roofing contractor, Air duct cleaning service, Building restoration service, Carpet cleaning service, Cleaners, Crime victim service, Debris removal service, Fire damage restoration service, Water damage restoration service, Waste management service",Fire and Water-Cleanup and Restoration,$813 K,6,,"58,581","81,811",https://www.linkedin.com/company/servpro-industries,https://www.facebook.com/SERVPRO,https://x.com/servpro,,https://www.youtube.com/user/SERVPROCorporate,30.32773,'-81.67938,,,,
Servpro Of Jacksonville Westside,750 Cassat Ave,Jacksonville,FL,32205,United States,(904) 779-3990,https://www.servpro.com/locations/fl/servpro-of-jacksonville-westside,contactus@servpro.com,,"Roofing contractor, Air duct cleaning service, Building restoration service, Carpet cleaning service, Cleaners, Crime victim service, Debris removal service, Fire damage restoration service, Water damage restoration service, Waste management service",Fire and Water-Cleanup and Restoration,$813 K,6,,"58,581","81,811",https://www.linkedin.com/company/servpro-industries,https://www.facebook.com/SERVPRO,https://x.com/servpro,,https://www.youtube.com/user/SERVPROCorporate,30.3139119,'-81.7316093,,,,
Servpro Of Mandarin,2205 St Johns Bluff Rd S,Jacksonville,FL,32246,United States,(904) 878-9057,https://www.servpro.com/locations/fl/servpro-of-mandarin,contactus@servpro.com,,"Roofing contractor, Air duct cleaning service, Building restoration service, Carpet cleaning service, Cleaners, Crime victim service, Debris removal service, Fire damage restoration service, Water damage restoration service, Waste management service",Fire and Water-Cleanup and Restoration,$813 K,6,,"58,581","81,811",https://www.linkedin.com/company/servpro-industries,https://www.facebook.com/SERVPRO,https://x.com/servpro,,https://www.youtube.com/user/SERVPROCorporate,30.3105419,'-81.524727,,,,
Servpro Of Orange Park,115 Industrial Loop,Orange Park,FL,32073,United States,(904) 269-9282,https://www.servpro.com/locations/fl/servpro-of-orange-park,contactus@servpro.com,,"Roofing contractor, Air duct cleaning service, Building restoration service, Carpet cleaning service, Cleaners, Crime victim service, Debris removal service, Fire damage restoration service, Water damage restoration service, Waste management service",Fire and Water-Cleanup and Restoration,$813 K,6,,"58,581","81,811",https://www.linkedin.com/company/servpro-industries,https://www.facebook.com/SERVPRO,https://x.com/servpro,,https://www.youtube.com/user/SERVPROCorporate,30.180625,'-81.719103,,,,
Sharkfin Roofing Inc,8802 Corporate Square Ct Suite 305,Jacksonville,FL,32216,United States,(800) 240-7734,https://sharkfin-roofing.com/,,,Roofing contractor,This app isnt live yet,,,,,,,,,,,30.305564,'-81.5642912,,,,
Sharkprowash,1270 Arbor Cir,Orange Park,FL,32073,United States,(904) 807-9955,https://sharkprow.com/,sharkprowash@gmail.com,Unknown,"Pressure washing service, Gutter cleaning service, Janitorial service, Window cleaning service","SharkProWash is a locally-owned small pressure washing business. We offer a range of services that we specialize in, including pressure washing, roof washing, house washing, window cleaning, and more!",$1.9 M,2,2020,"73,734","56,561",https://www.linkedin.com/company/sharkprowash,https://www.facebook.com/sharkprowash,,https://www.instagram.com/sharkprowashllc,,30.1744645,'-81.7214889,,,,
"Shaycore, Llc",11235 St Johns Industrial Pkwy N #4,Jacksonville,FL,32246,United States,(904) 551-2592,http://shaycore.com/,admin@shaycore.com,,Construction company,"ShayCore is a general contracting firm based in Jacksonville, Florida, specializing in commercial and industrial construction services across various markets. Their offerings include new construction, site selection, design-build, tenant improvements, construction management, and owner representation.",$28 M,85,2008,"15,154","23,236",https://www.linkedin.com/company/shaycore,https://www.facebook.com/shaycoreenterprises,,,,30.2819807,'-81.5276375,Pamela,Dulin,Project Manager,pdulin@shaycore.com
Sheridan & Sons Roofing,2720 Park St,Jacksonville,FL,32205,United States,(386) 342-4961,,,,"Roofing contractor, Building firm, Carpenter",,,,,,,,,,,,30.3099676,'-81.6941499,,,,
Shore Roofing Co.,929 12th Ave S,Jacksonville Beach,FL,32250,United States,(904) 241-8842,https://www.shoreroofingjax.com/,tlshore@aol.com,Unknown,Roofing contractor,"Shore Roofing Co. is your number one roofing contractor in Jacksonville Beach, Florida.  With over 40 years of experience, trust Shore Roofing Co. to get the job done right!",,,,,,,,,https://www.instagram.com/shoreroofingjax,,30.2762464,'-81.3964753,,,,
Silcox Contracting,4582 Lexington Ave,Jacksonville,FL,32210,United States,(904) 389-1516,,,,"Roofing contractor, Custom home builder, General contractor, Sunroom contractor",,,,,,,,,,,,30.2829245,'-81.7233277,,,,
Simple Screen Llc,4538 Allaboard Dr,Middleburg,FL,32068,United States,(904) 707-2712,https://simplescreenllc.com/,,,"Construction company, Screen repair service","Enhance your outdoor living space with expert lanai screening in Clay County. Simple Screen LLC specializes in lanai, patio, and pool rescreening.",,,,,,,https://www.facebook.com/SimpleScreenLLC,,,,30.1169833,'-81.8858965,,,,
Skinner Gutter Cleaning Services,3608 Carol Ann Ln,Jacksonville,FL,32223,United States,,,,,"Contractor, Gutter cleaning service",,,,,,,,,,,,30.1711839,'-81.6156636,,,,
Sky High Roofing,7643 Gate Pkwy,Jacksonville,FL,32256,United States,(904) 629-8583,https://www.skyhighroofingllc.com/,sales@skyhighroofingllc.com,,Roofing contractor,"Sky High Roofing LLC is a certified roofing contractor based in Jacksonville, FL, specializing in a variety of roofing services including tile, flat, asphalt, and metal roofs, as well as roofing repairs. The company prides itself on being reliable, trustworthy, and efficient, offering free estimates within 24 hours.",$1.1 M,6,2016,"17,176","23,238",,https://www.facebook.com/Sky-High-Roofing-LLC,,,,30.2415132,'-81.5192261,Marco,Guerrero,State Certified Roofing Contractor,marco@skyhighroofingllc.com
Smart Softwash Pro (pressure Washing Specialist),10107 Sandler Rd,Jacksonville,FL,32222,United States,(904) 588-2023,https://smartsoftwashpro.com/,,,"Roofing contractor, House cleaning service, Paving materials supplier, Pressure washing service",Smart Softwash Pro,,,,,,,,,,,30.2337698,'-81.8263215,,,,
"Snc Square, Llc",1585 Blanding Blvd,Jacksonville,FL,32210,United States,(904) 524-8621,https://sncsquare.com/,steve@sncsquare.com,,Roofing contractor,"I was not home when SNC Square came to look at the roof. They left an estimate of the work to be done. I hired them and they did the job. When I returned home there was no debris to pick up. They left the yard as they had found it. Other than the new shingles on the roof, I would not have known they were here.",<$5 M,<25,2015,"17,176","23,238",,https://www.facebook.com/sncsquarellc,,https://www.instagram.com/sncsquare,,30.293055,'-81.7228492,,,,
Snk Drywall Llc,605 County Rd 217,Jacksonville,FL,32234,United States,(904) 507-3464,,,,Construction company,,,,,,,,,,,,30.1723949,'-81.9939863,,,,
Solid Rock Roofing,2532 Oak St,Jacksonville,FL,32204,United States,(904) 962-6210,https://jacksonvilleflroofing.com/,solidrockroofingfl@gmail.com,Unknown,Roofing contractor,"High Quality Roofing Co is a company that operates in the Construction industry. It employs 6-10 people and has $0M-$1M of revenue. The company isheadquartered in Decatur, Georgia.",<$5 M,<25,,"17,176","23,238",https://www.linkedin.com/company/jacksonvilleflroofing,https://www.facebook.com/jacksonvilleflroofing,,https://www.instagram.com/jacksonvilleflroofing,,30.3101044,'-81.6890117,,,,
South Edge Roofing & Construction,1649 Emerson St,Jacksonville,FL,32207,United States,(904) 799-8000,https://www.southedgeconstruction.com/,donna@southedgeconstruction.com,,"Roofing contractor, Bathroom remodeler, Building consultant, Chimney services, Flooring contractor, General contractor, Painter, Remodeler, Siding contractor, Waterproofing service","South Edge Construction LLC is a company that operates in the Construction industry. It employs 6-10 people and has $1M-$5M of revenue. The company is headquartered in Jacksonville, Florida.",<$5 M,<25,,"17,176","23,238",,https://www.facebook.com/southedgeconstruction,,https://www.instagram.com/southedgeconstructionllc,,30.2849263,'-81.6483497,Donna,Bartell,Project Manager,donna@southedgeconstruction.com
Southeastern Metals Semco,2737 Ignition Dr Unit 8,Jacksonville,FL,32218,United States,(904) 757-4200,https://semetals.com/,cmsandifer@semetals.com,Unknown,"Metal supplier, Building materials store, Manufacturer, Metal fabricator, Metal processing company","For more than 50 years, Southeastern Metals’ products have been trusted for quality and tested for strength.

Since the company’s foundation in 1963, Southeastern Metals® has grown into one of the region’s leading manufacturers of metal building products.",$49.4 M,21,1963,"34,344","33,332",https://www.linkedin.com/company/southeastern-metals-mfg-co-inc-,https://www.facebook.com/southeasternmetals,https://x.com/SE_Metals,,,30.4584134,'-81.6889178,Lynn,Lansing,"Group Director, Human Resources Building Products",lynn.lansing@semetals.com
"Southern Aire Contracting, Inc.",12091 Normandy Blvd,Jacksonville,FL,32221,United States,(888) 267-9925,https://sacservicescorp.com/,estimating@sacservicescorp.com,,General contractor,"SAC Services (SAC) is a small business, under NAICS Code is 236220-addition, alteration and renovation, general contractors, commercial and institutional building, with an annual size standard of 39.5 M. SAC provides design-build and design-bid-build general construction, construction management, mechanical/HVAC, process piping, interior framing and finishes, concrete, building maintenance and repair, and mold remediation services to the federal government, as well as local and state agencies.",$5 M,21,2005,"15,154","23,236",https://www.linkedin.com/in/cody-findley-14a950135,,https://www.x.com/home,,,30.2594949,'-81.86725,Cody,Findley,Vice President,cody@sacservicescorp.com
Southern Coast Roofing,2214 University Blvd W,Jacksonville,FL,32217,United States,(904) 356-7663,https://www.southerncoastroofing.us/,jay@southerncoastroofing.us,,Roofing contractor,Southern Coast Roofing – State Certified Roofing Contractor,,,,,,,https://www.facebook.com/SoutherncoastroofingFLORIDA,,,,30.2606514,'-81.6363735,,,,
Southern Grace Construction Inc.,10605 Theresa Dr #3,Jacksonville,FL,32246,United States,(904) 614-7099,https://southerngraceinc.com/,reo@southerngracehomesllc.com,,"Contractor, Custom home builder","Southern Grace Construction is focused on efficient solutions to streamline commercial construction building, renovations & commercial maintenance solutions.",,,,,,,https://www.facebook.com/SouthernGraceInc,,,,30.3208235,'-81.5243421,,,,
Spc Roofers,1845 University Blvd N,Jacksonville,FL,32211,United States,(904) 647-5945,https://spcroofers.com/,chrispeterson@spcroof.com,Unknown,"Roofing contractor, General contractor, Siding contractor, Water damage restoration service",SPC Company has operated under the values of honesty and integrity. Scott prides himself by building life long relationships with customers and building a foundation based on trust. Scott has several distinguished accreditations over the years including the Architectural Award for design and execution of the streetscape in Woodbine GA.,<$5 M,<25,2007,"17,176","23,238",,https://www.facebook.com/spcroofers,https://x.com/SPCRoofers,,,30.3399731,'-81.6023607,,,,
Spec Building Materials Jacksonville North,3031 Westside Blvd,Jacksonville,FL,32209,United States,(904) 453-7500,https://www.speccorp.com/,c.nielsen@speccorp.com,,Roofing supply store,"Founded in 1973, SPEC Building Materials Corporation provides building materials for commercial and residential construction. Headquartered in Kansas City, Kansas.",$105.5 M,229,1973,"50,503","42,423",https://www.linkedin.com/company/spec-building-materials,https://www.facebook.com/SPECBuildingMaterials,https://www.x.com/greenspecuk,,,30.3647095,'-81.7156731,Michael,Gist,"Manager, Commercial",m.gist@speccorp.com
